Epoch,Train Loss,Val Loss,Val PSNR,Val SSIM,Learning Rate,Epoch Time
1,-34.504311940338845,-33.4907415458304,28.729848000273577,0.8241701672862858,0.001,1595.7684264183044
2,-34.59996511981867,-34.015131498825625,29.461313693081163,0.8478951653317478,0.001,1583.1108403205872
3,-35.63283123362248,-34.234059079877106,29.525566829514567,0.8525932968201387,0.001,1583.772567987442
4,-35.854202051249004,-33.778600223475564,29.57854472467274,0.8571671341019755,0.001,1584.7748937606812
5,-35.93435564036062,-34.49242399783192,29.703463745322313,0.8579477136441837,0.001,1583.1103286743164
6,-36.09196315260883,-33.846086998037705,29.682692400538645,0.8582956711031057,0.001,1585.3569979667664
7,-35.7343649516926,-34.65581734964374,29.864095977775218,0.8618523372067513,0.001,1584.9001388549805
8,-36.09233414657323,-34.19507526038537,29.55573472262858,0.863027877745605,0.001,1585.1266269683838
9,-36.00536175735965,-34.77651334062823,29.96333845553257,0.86380928508311,0.001,1583.492583990097
10,-36.03998075799145,-34.92606045463418,30.133492315326137,0.8669897311512924,0.001,1586.1756432056427
11,-35.860971489410694,-32.289541983264066,29.513174028795326,0.8524097780594271,0.001,1585.8614418506622
12,-35.84170741569241,-34.7503566804614,30.23245878970058,0.8684204546764236,0.001,1584.0887787342072
13,-35.48466089248911,-34.87427154323181,30.12055453314186,0.868046814210691,0.001,1585.4972550868988
14,-35.53281485813136,-33.968248314903946,29.77374401173572,0.8583617449461411,0.001,1583.0869092941284
15,-36.282412986795975,-34.98462669784024,30.12022015655395,0.8667072529752384,0.001,1583.6046199798584
16,-36.65444030122214,-32.50986859621765,30.00040323404401,0.8602874602378765,0.001,1585.307894229889
17,-36.181094136055385,-34.46109796915631,30.195013976605487,0.8684413234101566,0.0005,1583.7377421855927
18,-37.38549798647732,-35.02052203852007,30.417436181195406,0.8728734379771016,0.0005,1586.7391076087952
19,-37.52685625163591,-35.281674734729776,30.340206068340038,0.8733483796363957,0.0005,1585.136202096939
20,-37.47105378778517,-35.35473718887388,30.401845921588436,0.8720624673287596,0.0005,1584.0927584171295
21,-37.558623371002454,-35.40716590985078,30.43348536585965,0.8736807156194643,0.0005,1583.0482592582703
