Epoch,Train Loss,Val Loss,Val PSNR,Val SSIM,Learning Rate,Epoch Time
1,-52.32164079382064,-53.6509130405726,28.31901950744834,0.814424680301963,0.0009999961450762648,243.45454740524292
2,-53.5753090310604,-53.6509130405726,28.31901950744834,0.814424680301963,0.000999984580364508,106.68140840530396
3,-53.91813376406406,-53.6509130405726,28.31901950744834,0.814424680301963,0.0009999653060430748,106.72847032546997
4,-54.2624337947115,-53.6509130405726,28.31901950744834,0.814424680301963,0.0009999383224092015,106.76192283630371
5,-54.562115267489816,-53.6509130405726,28.31901950744834,0.814424680301963,0.0009999036298790035,106.79178214073181
6,-54.69546138682264,-53.6509130405726,28.31901950744834,0.814424680301963,0.000999861228987485,106.73093914985657
7,-54.919230075592694,-53.6509130405726,28.31901950744834,0.814424680301963,0.0009998111203885199,106.89319133758545
8,-55.19639881215197,-53.6509130405726,28.31901950744834,0.814424680301963,0.0009997533048548444,106.89924645423889
9,-55.10710076677038,-53.6509130405726,28.31901950744834,0.814424680301963,0.0009996877832780442,106.87777352333069
10,-55.44399588564609,-55.58584780210058,29.116142843600635,0.8345642359127452,0.0009996145566685437,241.1438388824463
11,-55.719162961269944,-55.58584780210058,29.116142843600635,0.8345642359127452,0.0009995336261555902,106.81150317192078
12,-55.738633630630815,-55.58584780210058,29.116142843600635,0.8345642359127452,0.0009994449929872314,106.854318857193
13,-55.90609622711831,-55.58584780210058,29.116142843600635,0.8345642359127452,0.0009993486585303001,106.93347978591919
14,-55.98155821942269,-55.58584780210058,29.116142843600635,0.8345642359127452,0.0009992446242703915,106.89661121368408
15,-56.27943410670504,-55.58584780210058,29.116142843600635,0.8345642359127452,0.0009991328918118436,106.8891589641571
16,-56.19683205624844,-55.58584780210058,29.116142843600635,0.8345642359127452,0.0009990134628777099,106.89693117141724
17,-56.41759780721461,-55.58584780210058,29.116142843600635,0.8345642359127452,0.0009988863393097318,106.89105200767517
18,-56.447305119291265,-55.58584780210058,29.116142843600635,0.8345642359127452,0.00099875152306831,106.88624358177185
