Epoch,Train Loss,Val Loss,Val PSNR,Val SSIM,Learning Rate,Epoch Time
1,-49.04383538428773,-49.37185223508308,27.257222726535414,0.7975780338736084,0.0009999984861274376,248.07273054122925
2,-53.99398676283816,-49.37185223508308,27.257222726535414,0.7975780338736084,0.0009999939445189119,101.44663596153259
3,-55.04235968082509,-49.37185223508308,27.257222726535414,0.7975780338736084,0.0009999863752019318,101.27387404441833
4,-55.46751309658619,-49.37185223508308,27.257222726535414,0.7975780338736084,0.0009999757782223368,101.2102038860321
5,-55.75921699848581,-49.37185223508308,27.257222726535414,0.7975780338736084,0.0009999621536443055,101.15233898162842
6,-56.09495889379623,-49.37185223508308,27.257222726535414,0.7975780338736084,0.0009999455015503452,101.38448691368103
7,-55.90751239695447,-49.37185223508308,27.257222726535414,0.7975780338736084,0.0009999258220413014,101.33315587043762
8,-53.12635833253252,-49.37185223508308,27.257222726535414,0.7975780338736084,0.000999903115236357,101.56787252426147
9,-56.33520359282798,-49.37185223508308,27.257222726535414,0.7975780338736084,0.0009998773812730298,101.39714407920837
10,-54.53588115610975,-49.37185223508308,27.257222726535414,0.7975780338736084,0.0009998486203071618,101.27942395210266
11,-55.41198210208974,-49.37185223508308,27.257222726535414,0.7975780338736084,0.0009998168325129407,101.27678847312927
12,-55.701072116608316,-49.37185223508308,27.257222726535414,0.7975780338736084,0.0009997820180828682,101.36238551139832
13,-56.666621577486076,-49.37185223508308,27.257222726535414,0.7975780338736084,0.0009997441772277881,101.38938975334167
14,-56.79738774401076,-49.37185223508308,27.257222726535414,0.7975780338736084,0.0009997033101768662,101.3093433380127
15,-56.27244785390002,-49.37185223508308,27.257222726535414,0.7975780338736084,0.0009996594171775971,101.30324649810791
16,-57.23392448425293,-55.173617301602064,28.81998980912991,0.8300965632525784,0.0009996124984958047,247.59388947486877
17,-56.990069060629985,-55.173617301602064,28.81998980912991,0.8300965632525784,0.0009995625544156272,101.17475390434265
18,-55.47729475143108,-55.173617301602064,28.81998980912991,0.8300965632525784,0.0009995095852395322,101.3576545715332
