Epoch,Train Loss,Val Loss,Val PSNR,Val SSIM,Learning Rate,Epoch Time
1,-54.77146715204766,-54.07550703606691,28.27477885371716,0.8115997991923293,0.0009999984861274376,193.50233221054077
2,-56.2364888941988,-54.07550703606691,28.27477885371716,0.8115997991923293,0.0009999939445189119,68.25905728340149
3,-56.47245790197494,-54.07550703606691,28.27477885371716,0.8115997991923293,0.0009999863752019318,68.25898122787476
4,-56.8383699863515,-54.07550703606691,28.27477885371716,0.8115997991923293,0.0009999757782223368,68.25035095214844
5,-57.025945249516916,-54.07550703606691,28.27477885371716,0.8115997991923293,0.0009999621536443055,68.3358702659607
6,-54.60145797932402,-54.07550703606691,28.27477885371716,0.8115997991923293,0.0009999455015503452,68.2833502292633
7,-57.075155728928586,-54.07550703606691,28.27477885371716,0.8115997991923293,0.0009999258220413014,68.24207329750061
8,-57.23334219100627,-54.07550703606691,28.27477885371716,0.8115997991923293,0.000999903115236357,68.23056674003601
9,-57.50750621227508,-54.07550703606691,28.27477885371716,0.8115997991923293,0.0009998773812730298,68.32092046737671
10,-57.58593073094145,-54.07550703606691,28.27477885371716,0.8115997991923293,0.0009998486203071618,68.3705735206604
11,-57.65888127266093,-54.07550703606691,28.27477885371716,0.8115997991923293,0.0009998168325129407,68.28769659996033
12,-57.83412491007054,-54.07550703606691,28.27477885371716,0.8115997991923293,0.0009997820180828682,68.29243969917297
13,-55.13544037595708,-54.07550703606691,28.27477885371716,0.8115997991923293,0.0009997441772277881,68.32109427452087
14,-56.170561575382315,-54.07550703606691,28.27477885371716,0.8115997991923293,0.0009997033101768662,68.31803488731384
15,-57.96443846682285,-55.748657812424966,28.951262950974566,0.8305896555364585,0.0009996594171775971,194.74204516410828
16,-58.25985714526887,-55.748657812424966,28.951262950974566,0.8305896555364585,0.0009996124984958047,68.21596598625183
17,-58.250606593679876,-55.748657812424966,28.951262950974566,0.8305896555364585,0.0009995625544156272,68.30757474899292
18,-58.47957897592098,-55.748657812424966,28.951262950974566,0.8305896555364585,0.0009995095852395322,68.33570837974548
19,-58.68886372180695,-55.748657812424966,28.951262950974566,0.8305896555364585,0.0009994535912883102,68.30380010604858
20,-58.59715150062074,-55.748657812424966,28.951262950974566,0.8305896555364585,0.000999394572901063,68.33723568916321
21,-58.602440740707074,-55.748657812424966,28.951262950974566,0.8305896555364585,0.0009993325304352141,68.2093575000763
22,-58.6192077555555,-55.748657812424966,28.951262950974566,0.8305896555364585,0.0009992674642664964,68.34412050247192
23,-58.659327356866065,-55.748657812424966,28.951262950974566,0.8305896555364585,0.000999199374788952,68.26278710365295
24,-58.79392329276876,-55.748657812424966,28.951262950974566,0.8305896555364585,0.000999128262414945,68.25648999214172
25,-58.78263962928285,-55.748657812424966,28.951262950974566,0.8305896555364585,0.0009990541275751374,68.21880602836609
26,-58.810273393671565,-55.748657812424966,28.951262950974566,0.8305896555364585,0.0009989769707184925,68.2412645816803
27,-59.028442723700344,-55.748657812424966,28.951262950974566,0.8305896555364585,0.0009988967923122854,68.16951155662537
28,-58.98958188320728,-55.748657812424966,28.951262950974566,0.8305896555364585,0.0009988135928420822,68.2823965549469
29,-59.19544581149487,-55.748657812424966,28.951262950974566,0.8305896555364585,0.000998727372811741,68.23510432243347
30,-58.14133972817279,9.600005371065981,1.2268743125949155,0.00835149142646438,0.000998638132743425,193.53990840911865
31,-49.39791620563953,9.600005371065981,1.2268743125949155,0.00835149142646438,0.0009985458731775823,68.47009778022766
32,-59.06780868692601,9.600005371065981,1.2268743125949155,0.00835149142646438,0.0009984505946729414,68.29840540885925
33,-59.10848395164977,9.600005371065981,1.2268743125949155,0.00835149142646438,0.0009983522978065196,68.31822347640991
34,-59.016923539181974,9.600005371065981,1.2268743125949155,0.00835149142646438,0.0009982509831736115,68.3013825416565
35,-59.459695572548725,9.600005371065981,1.2268743125949155,0.00835149142646438,0.0009981466513877847,68.56047415733337
36,-59.56429834568754,9.600005371065981,1.2268743125949155,0.00835149142646438,0.000998039303080889,68.36772871017456
37,-59.645986954709315,9.600005371065981,1.2268743125949155,0.00835149142646438,0.000997928938903037,68.25534081459045
38,-55.400568172272216,9.600005371065981,1.2268743125949155,0.00835149142646438,0.000997815559522599,68.54406261444092
39,-59.06713470296657,9.600005371065981,1.2268743125949155,0.00835149142646438,0.0009976991656262155,68.19787621498108
40,-59.44316536923672,9.600005371065981,1.2268743125949155,0.00835149142646438,0.000997579757918776,68.66095614433289
41,-59.46065252588151,9.600005371065981,1.2268743125949155,0.00835149142646438,0.0009974573371234253,68.25833797454834
42,-59.769516656753865,9.600005371065981,1.2268743125949155,0.00835149142646438,0.0009973319039815556,68.24988675117493
43,-54.38280236670312,9.600005371065981,1.2268743125949155,0.00835149142646438,0.0009972034592528043,68.26377415657043
44,-59.4985284764716,9.600005371065981,1.2268743125949155,0.00835149142646438,0.0009970720037150434,68.2123122215271
45,-59.8951807630823,-57.18965917267876,29.787061316875523,0.8559886422063147,0.0009969375381643792,193.3619315624237
46,-59.873587774723134,-57.18965917267876,29.787061316875523,0.8559886422063147,0.0009968000634151492,68.15431189537048
47,-59.97794515731487,-57.18965917267876,29.787061316875523,0.8559886422063147,0.0009966595802999108,68.39740896224976
48,-59.749301252973844,-57.18965917267876,29.787061316875523,0.8559886422063147,0.0009965160896694503,68.17440032958984
49,-60.00675497663782,-57.18965917267876,29.787061316875523,0.8559886422063147,0.0009963695923927587,68.33717513084412
